N,G_N,Pred_Series,Pred_Integral,Bias_Series,Bias_Integral,Abs_Bias_Series,Abs_Bias_Integral,Diff,Winner
1185000,25408,25551.514685523143,25326.51137388022,-0.561668015730023,0.3217522734055663,0.561668015730023,0.3217522734055663,0.23991574232445673,Integral
1190000,16092,16200.722826037143,16058.13160701061,-0.6710986121088877,0.21091116836160648,0.6710986121088877,0.21091116836160648,0.46018744374728116,Integral
1195000,12578,12755.2304758096,12643.019915464683,-1.3894729393225689,-0.5142751961115904,1.3894729393225689,0.5142751961115904,0.8751977432109784,Integral
1200000,25354,25492.865610814308,25268.708767797027,-0.5447234255037992,0.3375369631536942,0.5447234255037992,0.3375369631536942,0.20718646235010496,Integral
1205000,12662,12844.721720924677,12731.83396109993,-1.4225432430117562,-0.5484988361715721,1.4225432430117562,0.5484988361715721,0.874044406840184,Integral
1210000,14252,14262.161031802872,14136.876579237141,-0.07124468571217644,0.8143483471585271,0.07124468571217644,0.8143483471585271,-0.7431036614463506,Series
1215000,25366,25761.32316384471,25535.13463805006,-1.5345607883974508,-0.6623604709647123,1.5345607883974508,0.6623604709647123,0.8722003174327385,Integral
1220000,13044,13144.425902735955,13029.071160862197,-0.7640189345588054,0.11458099317660983,0.7640189345588054,0.11458099317660983,0.6494379413821956,Integral
1225000,15322,15564.020070527706,15427.496419672772,-1.5549971628859502,-0.6838207367090742,1.5549971628859502,0.6838207367090742,0.8711764261768761,Integral
1230000,26312,26696.729176428726,26462.66373357709,-1.4411097849710126,-0.5693445493392293,1.4411097849710126,0.5693445493392293,0.8717652356317833,Integral
1235000,14960,15084.502662891391,14952.3109542707,-0.8253680328332844,0.05142379497600782,0.8253680328332844,0.05142379497600782,0.7739442378572766,Integral
1240000,13506,13555.713060185768,13436.974876792954,-0.3667314287713811,0.5136954101645262,0.3667314287713811,0.5136954101645262,-0.14696398139314515,Series
1245000,26254,26621.488186399514,26388.41301863115,-1.380419395889588,-0.509363782264012,1.380419395889588,0.509363782264012,0.871055613625576,Integral
1250000,13024,13192.95459549487,13077.502396268821,-1.2806425904972376,-0.40911784718224137,1.2806425904972376,0.40911784718224137,0.8715247433149962,Integral
1255000,13196,13290.62854436749,13174.375871766098,-0.7119945008740225,0.1641377811319624,0.7119945008740225,0.1641377811319624,0.5478567197420601,Integral
1260000,31546,31876.685691389033,31597.991010576243,-1.0373904445102418,-0.16453897514826435,1.0373904445102418,0.16453897514826435,0.8728514693619774,Integral
1265000,15318,15512.227633506098,15376.668561653827,-1.2520937552938567,-0.3815427341663206,1.2520937552938567,0.3815427341663206,0.870551021127536,Integral
1270000,13460,13477.81705654576,13360.090708991886,-0.13219541763335596,0.7478189571038723,0.13219541763335596,0.7478189571038723,-0.6156235394705163,Series
1275000,28198,28619.225673149507,28369.35661507752,-1.4718276376872774,-0.6040200960583202,1.4718276376872774,0.6040200960583202,0.8678075416289572,Integral
1280000,13292,13459.649196428858,13342.18929991228,-1.2455688404816598,-0.3761698982385838,1.2455688404816598,0.3761698982385838,0.869398942243076,Integral
1285000,13376,13556.968766552867,13438.713492088013,-1.3348763257413787,-0.4666629147569437,1.3348763257413787,0.4666629147569437,0.868213410984435,Integral
1290000,27342,27757.595393006155,27515.58022202251,-1.4972312519220201,-0.6308434008001805,1.4972312519220201,0.6308434008001805,0.8663878511218396,Integral
1295000,16658,16777.231161882664,16631.01861879014,-0.7106724627693854,0.16223528954127914,0.7106724627693854,0.16223528954127914,0.5484371732281064,Integral
1300000,14764,14876.677070355001,14747.08613270253,-0.7574075166257016,0.114692944390974,0.7574075166257016,0.114692944390974,0.6427145722347276,Integral
1305000,28062,28375.863249176076,28128.791614662085,-1.1060923377729828,-0.23744928533392667,1.1060923377729828,0.23744928533392667,0.868643052439056,Integral
1310000,13806,13831.860573830294,13711.478930454605,-0.18696381222365627,0.6893572168604964,0.18696381222365627,0.6893572168604964,-0.5023934046368401,Series
1315000,13796,13822.437081587235,13702.191011810028,-0.1912620866435481,0.6846276490315861,0.1912620866435481,0.6846276490315861,-0.493365562388038,Series
1320000,30322,30697.49781303833,30430.56830389295,-1.2232196100323331,-0.3567738295543438,1.2232196100323331,0.3567738295543438,0.8664457804779894,Integral
1325000,13992,14129.771105590242,14006.96023433908,-0.9750413121394068,-0.10680571722052627,0.9750413121394068,0.10680571722052627,0.8682355949188806,Integral
1330000,17374,17663.961552773242,17510.500349508857,-1.6415431606717812,-0.7795342610680189,1.6415431606717812,0.7795342610680189,0.8620088996037623,Integral
1335000,27858,28213.23655423576,27968.232696200575,-1.2591130888257676,-0.3941353656412846,1.2591130888257676,0.3941353656412846,0.864977723184483,Integral
1340000,14082,14205.653520293508,14082.34545827854,-0.8704528807271197,-0.0024531302655746556,0.8704528807271197,0.0024531302655746556,0.867999750461545,Integral
1345000,13884,14087.057361940799,13964.831955536769,-1.4414462632160614,-0.5788251215204968,1.4414462632160614,0.5788251215204968,0.8626211416955646,Integral
1350000,27748,28157.096017791577,27912.89879101581,-1.4529055749679654,-0.5907619708379606,1.4529055749679654,0.5907619708379606,0.8621436041300048,Integral
1355000,14118,14175.079625506187,14052.196929060488,-0.40267587212335376,0.4682760373463618,0.40267587212335376,0.4682760373463618,-0.06560016522300804,Series
1360000,15058,15111.026968206676,14980.086990793465,-0.35091571418834266,0.5201105257560878,0.35091571418834266,0.5201105257560878,-0.16919481156774518,Series
1365000,36832,37205.86507690087,36883.607279759235,-1.0048552187353388,-0.13991928546413038,1.0048552187353388,0.13991928546413038,0.8649359332712084,Integral
1370000,14108,14360.125643130255,14235.79885937272,-1.7557342421364526,-0.8977287515451152,1.7557342421364526,0.8977287515451152,0.8580054905913373,Integral
1375000,15516,15887.196593431065,15749.707312235365,-2.3364511872695317,-1.483883526227858,2.3364511872695317,1.483883526227858,0.8525676610416737,Integral
1380000,29722,30050.73220579083,29790.780651497036,-1.093924113195099,-0.2308789833393635,1.093924113195099,0.2308789833393635,0.8630451298557354,Integral
1385000,14278,14438.604313104224,14313.757047679665,-1.11232574576798,-0.24980896043265555,1.11232574576798,0.24980896043265555,0.8625167853353245,Integral
1390000,14512,14535.493533905737,14409.861402700255,-0.161628732116567,0.708810407299305,0.161628732116567,0.708810407299305,-0.547181675182738,Series
1395000,29766,29946.23800765346,29687.517411313493,-0.6018719533565349,0.26436224895180616,0.6018719533565349,0.26436224895180616,0.3375097044047287,Integral
1400000,16988,17421.412949644804,17270.96351842444,-2.4878174399375603,-1.638377141626048,2.4878174399375603,1.638377141626048,0.8494402983115124,Integral
1405000,14532,14613.843527275845,14487.69251978043,-0.560041081068709,0.30582841373169345,0.560041081068709,0.30582841373169345,0.25421266733701553,Integral
1410000,29578,29860.00339742526,29602.35000451098,-0.9444185041505208,-0.08225699820206468,0.9444185041505208,0.08225699820206468,0.8621615059484561,Integral
1415000,14462,14701.33224868577,14574.531128196788,-1.6279629943549212,-0.7721080507288378,1.6279629943549212,0.7721080507288378,0.8558549436260834,Integral
1420000,14738,14905.882765727983,14777.370339312392,-1.126285295319672,-0.26642317549324096,1.126285295319672,0.26642317549324096,0.8598621198264311,Integral
1425000,30794,31207.048289724542,30938.10434360692,-1.323573719275928,-0.46578271896189166,1.323573719275928,0.46578271896189166,0.8577910003140363,Integral
1430000,17558,17915.588222430873,17761.253928746533,-1.9959613828540772,-1.1443669999986177,1.9959613828540772,1.1443669999986177,0.8515943828554595,Integral
1435000,18024,18244.96916640926,18087.861487483267,-1.2111238138789848,-0.35306267425510374,1.2111238138789848,0.35306267425510374,0.8580611396238811,Integral
1440000,29480,29735.386550426207,29479.43875101154,-0.8588640675415942,0.0019038659222763194,0.8588640675415942,0.0019038659222763194,0.8569602016193179,Integral
1445000,15738,15905.416379267956,15768.565685589001,-1.0525746404613199,-0.1938393522813255,1.0525746404613199,0.1938393522813255,0.8587352881799943,Integral
1450000,15472,15508.827991598742,15375.443388512569,-0.23746469829114308,0.6279923710009633,0.23746469829114308,0.6279923710009633,-0.3905276727098202,Series
1455000,30086,30312.825861796704,30052.22339922308,-0.7482834587275248,0.11239301774188773,0.7482834587275248,0.11239301774188773,0.6358904409856371,Integral
1460000,14960,15253.965632616364,15122.878269611214,-1.927142355610139,-1.0770322071461154,1.927142355610139,1.0770322071461154,0.8501101484640237,Integral
1465000,15080,15137.49621278934,15007.461685375627,-0.37982643880539674,0.4833483246208097,0.37982643880539674,0.4833483246208097,-0.10352188581541294,Series
1470000,35920,36310.04432694382,35998.25691042284,-1.0742050420863476,-0.21739083261051012,1.0742050420863476,0.21739083261051012,0.8568142094758375,Integral
1475000,15286,15438.88169140257,15306.36352950579,-0.990238117361215,-0.13303963065123742,0.990238117361215,0.13303963065123742,0.8571984867099776,Integral
1480000,15470,15650.930444543475,15516.64526849537,-1.1560363467499457,-0.30061438982610944,1.1560363467499457,0.30061438982610944,0.8554219569238363,Integral
1485000,33474,33910.3336050932,33619.49710827911,-1.2867275508833744,-0.43277598058799915,1.2867275508833744,0.43277598058799915,0.8539515702953753,Integral
1490000,15196,15407.200099987183,15275.110058607987,-1.3707883237484473,-0.5179017257777832,1.3707883237484473,0.5179017257777832,0.8528865979706641,Integral
1495000,17432,17538.884894383526,17388.57816745216,-0.6094167048086009,0.24971468126770893,0.6094167048086009,0.24971468126770893,0.359702023540892,Integral
1500000,30328,30779.861725202503,30516.183805903886,-1.4680433890075588,-0.6166688701995499,1.4680433890075588,0.6166688701995499,0.851374518808009,Integral
1505000,18728,18971.68750752817,18809.22831590049,-1.2844798726073974,-0.43185352708927544,1.2844798726073974,0.43185352708927544,0.852626345518122,Integral
1510000,15342,15580.553789824717,15447.185369646364,-1.531099555527419,-0.6809355046198432,1.531099555527419,0.6809355046198432,0.8501640509075757,Integral
1515000,31034,31353.595114287527,31085.31417721836,-1.0193252579889667,-0.16507530509685447,1.0193252579889667,0.16507530509685447,0.8542499528921121,Integral
1520000,16264,16478.847264118715,16337.898196780032,-1.3037760510501613,-0.45231152679477554,1.3037760510501613,0.45231152679477554,0.8514645242553858,Integral
1525000,15782,15871.181709398543,15735.482254044693,-0.561909699173386,0.29562326215550155,0.561909699173386,0.29562326215550155,0.2662864370178844,Integral
1530000,33098,33386.55670353199,33101.20893290014,-0.8642900976411991,-0.009694307258215419,0.8642900976411991,0.009694307258215419,0.8545957903829837,Integral
1535000,15584,15744.66831373301,15610.1532481355,-1.0204617241308862,-0.16753998323895042,1.0204617241308862,0.16753998323895042,0.8529217408919358,Integral
1540000,20950,20981.949567345375,20802.75767658572,-0.15227168115539924,0.7078019448354553,0.15227168115539924,0.7078019448354553,-0.5555302636800561,Series
1545000,31492,31871.848322203692,31599.75655352119,-1.1917988513363649,-0.34100437874792183,1.1917988513363649,0.34100437874792183,0.8507944725884431,Integral
1550000,16310,16368.514687095336,16228.828455107585,-0.3574831816686937,0.5001688514790392,0.3574831816686937,0.5001688514790392,-0.14268566981034553,Series
1555000,15754,15917.432569272558,15781.646862421743,-1.0267520755077835,-0.1751836336394915,1.0267520755077835,0.1751836336394915,0.851568441868292,Integral
1560000,34432,34711.10210442954,34415.10553394506,-0.8040715722302707,0.049090263687481525,0.8040715722302707,0.049090263687481525,0.7549813085427892,Integral
1565000,15660,16003.698868227264,15867.279381862083,-2.1476214408759096,-1.3063322128116335,2.1476214408759096,1.3063322128116335,0.8412892280642761,Integral
1570000,15980,16098.732581942366,15961.554094304507,-0.7375275124176289,0.11556459719717947,0.7375275124176289,0.11556459719717947,0.6219629152204494,Integral
1575000,37966,38492.75293181322,38164.87506539451,-1.3684470236418838,-0.5210945013018978,1.3684470236418838,0.5210945013018978,0.8473525223399859,Integral
1580000,16070,16290.593224379889,16151.882721172518,-1.3541141279604068,-0.5069546540551789,1.3541141279604068,0.5069546540551789,0.8471594739052278,Integral
1585000,16066,16176.002763737006,16038.318758211706,-0.6800367516232595,0.1725944109579497,0.6800367516232595,0.1725944109579497,0.5074423406653098,Integral
1590000,32654,32969.768768177164,32689.24573774637,-0.9577524501231808,-0.1078205903835538,0.9577524501231808,0.1078205903835538,0.849931859739627,Integral
1595000,18460,18679.229819950742,18520.355965194307,-1.1736555632319983,-0.3258898765646575,1.1736555632319983,0.3258898765646575,0.8477656866673408,Integral
1600000,16134,16253.919889744611,16115.72469823798,-0.7377905794913789,0.11340043407429233,0.7377905794913789,0.11340043407429233,0.6243901454170866,Integral
1605000,32626,32904.2535863302,32624.594644571345,-0.8456462493523773,0.004307656367735369,0.8456462493523773,0.004307656367735369,0.841338592984642,Integral
1610000,20414,20541.58552025674,20367.062397939862,-0.621108434550603,0.23045838002089758,0.621108434550603,0.23045838002089758,0.39065005452970547,Integral
1615000,18266,18502.993162057737,18345.846977935435,-1.280836889372665,-0.43523189761402986,1.280836889372665,0.43523189761402986,0.845604991758635,Integral
1620000,32442,32851.60197428233,32572.693484895164,-1.2468249633700688,-0.4012363452711402,1.2468249633700688,0.4012363452711402,0.8455886180989285,Integral
1625000,17718,17965.88183623695,17813.40722413659,-1.3797365389377931,-0.5355922252050497,1.3797365389377931,0.5355922252050497,0.8441443137327435,Integral
1630000,16514,16614.187397907273,16473.235020806616,-0.6030231603135344,0.24746189283340628,0.6030231603135344,0.24746189283340628,0.3555612674801282,Integral
1635000,33206,33418.466368530084,33135.05021592364,-0.6357753410556322,0.21412306187561383,0.6357753410556322,0.21412306187561383,0.42165227918001835,Integral
1640000,16732,17022.961245032726,16878.643925288576,-1.7092281468808954,-0.8688134303779296,1.7092281468808954,0.8688134303779296,0.8404147165029658,Integral
1645000,20214,20412.025534886037,20239.037850918732,-0.9701415204855266,-0.12371067786503288,0.9701415204855266,0.12371067786503288,0.8464308426204937,Integral
1650000,36728,37073.49135652474,36759.412444213514,-0.9319094152807273,-0.08545415207924299,0.9319094152807273,0.08545415207924299,0.8464552632014843,Integral
1655000,16644,16776.724547244903,16634.645791600673,-0.7911231234150489,0.05623328874276513,0.7911231234150489,0.05623328874276513,0.7348898346722837,Integral
1660000,16816,16975.70368284653,16831.990402212323,-0.940777983818766,-0.09500006731361431,0.940777983818766,0.09500006731361431,0.8457779165051517,Integral
1665000,34232,34583.57882816673,34290.90313059308,-1.0166062625085572,-0.1717748009399188,1.0166062625085572,0.1717748009399188,0.8448314615686384,Integral
1670000,16782,16956.369932068792,16812.920879589095,-1.0283447033024105,-0.18391140843726567,1.0283447033024105,0.18391140843726567,0.8444332948651447,Integral
1675000,17008,17156.91988692796,17011.824817155226,-0.8679873072172144,-0.022483285575388964,0.8679873072172144,0.022483285575388964,0.8455040216418255,Integral
1680000,40316,40655.26148284614,40311.561842096664,-0.8344835833592745,0.011009640164081694,0.8344835833592745,0.011009640164081694,0.8234739431951928,Integral
1685000,16910,17033.09410891215,16889.146218040256,-0.7226761510566984,0.1234744592208514,0.7226761510566984,0.1234744592208514,0.5992016918358469,Integral
1690000,18236,18572.82643006827,18415.920393874407,-1.813544273062122,-0.9769829040651844,1.813544273062122,0.9769829040651844,0.8365613689969377,Integral
1695000,33948,34443.05507869007,34152.17521609511,-1.4373146562029626,-0.5978395660106721,1.4373146562029626,0.5978395660106721,0.8394750901922905,Integral
1700000,18142,18251.114088404345,18097.032000584106,-0.597848919664963,0.2484827313917705,0.597848919664963,0.2484827313917705,0.34936618827319255,Integral
1705000,19468,19716.158193076335,19549.764716516896,-1.2586538951765969,-0.4182388775646817,1.2586538951765969,0.4182388775646817,0.8404150176119152,Integral
1710000,35924,36414.37794155909,36107.165666582005,-1.3466602185161345,-0.5072834247732954,1.3466602185161345,0.5072834247732954,0.8393767937428391,Integral
1715000,20480,20685.938462723658,20511.47961400543,-0.9955480777184058,-0.15347315063481223,0.9955480777184058,0.15347315063481223,0.8420749270835935,Integral
1720000,17480,17702.353024105025,17553.107501567476,-1.2560647943369454,-0.4164932138708064,1.2560647943369454,0.4164932138708064,0.839571580466139,Integral
1725000,35886,36296.72652738534,35990.81859037397,-1.131580080852343,-0.2912370278846806,1.131580080852343,0.2912370278846806,0.8403430529676625,Integral
1730000,17324,17467.545305683707,17320.3789394576,-0.8217829304097989,0.02090635866025618,0.8217829304097989,0.02090635866025618,0.8008765717495427,Integral
1735000,17230,17458.98442717877,17311.939686547295,-1.3115563974173938,-0.47331314705866756,1.3115563974173938,0.47331314705866756,0.8382432503587263,Integral
1740000,35686,36194.75604816868,35890.01537203431,-1.405607064989246,-0.568446042498153,1.405607064989246,0.568446042498153,0.837161022491093,Integral
1745000,17198,17543.958021104623,17396.296604695122,-1.971949663174357,-1.1398782695025083,1.971949663174357,1.1398782695025083,0.8320713936718487,Integral
1750000,20780,21043.23450596276,20866.17997579288,-1.2509222661951955,-0.4130127119235858,1.2509222661951955,0.4130127119235858,0.8379095542716097,Integral
1755000,38094,38353.08299284582,38030.493406203335,-0.6755206430057964,0.1669886138955689,0.6755206430057964,0.1669886138955689,0.5085320291102275,Integral
1760000,19290,19578.83028507953,19414.206441721464,-1.4752172671910804,-0.6397708919718832,1.4752172671910804,0.6397708919718832,0.8354463752191972,Integral
1765000,17430,17713.704490964683,17564.812363912246,-1.6016101607057602,-0.7675138288936375,1.6016101607057602,0.7675138288936375,0.8340963318121227,Integral
1770000,35528,36032.85422634295,35730.080797915594,-1.4010941880198282,-0.5655761011527944,1.4010941880198282,0.5655761011527944,0.8355180868670338,Integral
1775000,17836,18005.42038231314,17854.175905922162,-0.9409409984093577,-0.10180198748984724,0.9409409984093577,0.10180198748984724,0.8391390109195105,Integral
1780000,17936,17995.074096385808,17843.966093448173,-0.3282792616990256,0.5157704630789439,0.3282792616990256,0.5157704630789439,-0.18749120137991832,Series
1785000,44950,45652.35890186045,45269.13285175093,-1.5384942175065224,-0.7049678923518156,1.5384942175065224,0.7049678923518156,0.8335263251547068,Integral
1790000,17944,17976.29480098622,17825.44304958524,-0.179652154928209,0.6650995999648897,0.179652154928209,0.6650995999648897,-0.4854474450366807,Series
1795000,17688,17967.82919440179,17817.09750736425,-1.5573901074759602,-0.7245709202124082,1.5573901074759602,0.7245709202124082,0.832819187263552,Integral
1800000,35788,35919.917581551614,35618.68395342457,-0.3672546888564306,0.47535739051120846,0.3672546888564306,0.47535739051120846,-0.10810270165477787,Series
1805000,18798,19061.21819168474,18901.4176157107,-1.380909598944555,-0.5471421129002494,1.380909598944555,0.5471421129002494,0.8337674860443056,Integral
1810000,17986,18145.355818010077,17993.28246004581,-0.8782182041969627,-0.04047321583475583,0.8782182041969627,0.04047321583475583,0.8377449883622069,Integral
1815000,40000,40192.930722809,39856.18842467643,-0.4800115824833612,0.36082621296152295,0.4800115824833612,0.36082621296152295,0.11918536952183822,Integral
1820000,23318,23732.60504432048,23533.833529619595,-1.7469849750847335,-0.9171201510707865,1.7469849750847335,0.9171201510707865,0.829864824013947,Integral
1825000,18256,18427.2457247393,18272.95838626593,-0.9293072187635474,-0.0928059152078903,0.9293072187635474,0.0928059152078903,0.8365013035556571,Integral
1830000,36596,37044.47644868535,36734.409960477926,-1.2106432366687383,-0.3767855823105346,1.2106432366687383,0.3767855823105346,0.8338576543582037,Integral
1835000,18070,18305.7565714392,18152.584021163606,-1.2878821507275464,-0.45494361060289523,1.2878821507275464,0.45494361060289523,0.8329385401246512,Integral
1840000,19218,19169.261651135886,19008.91462230045,0.25425261416485223,1.099933277906672,0.25425261416485223,1.099933277906672,-0.8456806637418197,Series
1845000,37218,37620.731291935284,37306.14092908246,-1.0705036242121575,-0.23626386135733526,1.0705036242121575,0.23626386135733526,0.8342397628548223,Integral
1850000,18674,18907.473271810766,18749.41591994724,-1.2348200547708956,-0.402230769583641,1.2348200547708956,0.402230769583641,0.8325892851872546,Integral
1855000,22220,22542.806496414836,22354.418777042425,-1.431971198733284,-0.6013074121187649,1.431971198733284,0.6013074121187649,0.830663786614519,Integral
1860000,38022,38206.62823492743,37887.439842760345,-0.4832361384840848,0.3551576928874163,0.4832361384840848,0.3551576928874163,0.12807844559666853,Integral
1865000,18462,18558.537747435697,18403.54325288124,-0.5201797078492155,0.31763854555348425,0.5201797078492155,0.31763854555348425,0.20254116229573127,Integral
1870000,21942,21986.069192050123,21802.506415978114,-0.20044143255065322,0.6398052653233349,0.20044143255065322,0.6398052653233349,-0.4393638327726817,Series
1875000,36946,37185.65411476649,36875.28583651699,-0.6444800299245594,0.19176573653290652,0.6444800299245594,0.19176573653290652,0.4527142933916529,Integral
1880000,18812,19049.00151323227,18890.059263092797,-1.244167643472746,-0.4132293181594625,1.244167643472746,0.4132293181594625,0.8309383253132835,Integral
1885000,20770,21129.47099562842,20953.22414473243,-1.7012777825947143,-0.874443682112246,1.7012777825947143,0.874443682112246,0.8268341004824683,Integral
1890000,44440,44925.547414022934,44550.92644670333,-1.0807824099464995,-0.24898796849046542,1.0807824099464995,0.24898796849046542,0.8317944414560341,Integral
1895000,18780,18810.761684324294,18653.952533021944,-0.16353236961121512,0.6757145262105817,0.16353236961121512,0.6757145262105817,-0.5121821565993666,Series
1900000,19798,19909.06113907042,19743.147350893236,-0.557842171936829,0.2778313312050647,0.557842171936829,0.2778313312050647,0.28001084073176424,Integral
1905000,37416,37991.5026718074,37674.99430047241,-1.5148194499673409,-0.6874435027297782,1.5148194499673409,0.6874435027297782,0.8273759472375627,Integral
1910000,18760,18986.89650011803,18828.76437914305,-1.1950162582737998,-0.36520919672891894,1.1950162582737998,0.36520919672891894,0.8298070615448808,Integral
1915000,18924,18978.606634746626,18820.591687115964,-0.2877273121128411,0.5494424118176159,0.2877273121128411,0.5494424118176159,-0.2617150997047748,Series
1920000,37354,37941.73661949792,37625.931522337945,-1.5490503911091038,-0.7227236943662212,1.5490503911091038,0.7227236943662212,0.8263266967428826,Integral
1925000,24966,25350.39624950799,25139.458109170067,-1.5163323118290546,-0.6899834849932406,1.5163323118290546,0.6899834849932406,0.826348826835814,Integral
1930000,19164,19154.473982880052,18995.139649945722,0.049732595781341385,0.8889660890424681,0.049732595781341385,0.8889660890424681,-0.8392334932611267,Series
1935000,38696,39124.7621309491,38799.40527242373,-1.0958843136580612,-0.26651251919376134,1.0958843136580612,0.26651251919376134,0.8293717944642998,Integral
1940000,19060,19339.95203782016,19179.17163592754,-1.4475322238271355,-0.6213596613542071,1.4475322238271355,0.6213596613542071,0.8261725624729285,Integral
